id,normalized_id,title_zh,status,confidence,source_note_id,path
D114,D114,调度-执行接口效率三因子,fact_checked,,1912587497125378176,data/functions/items/D114.json
D115,D115,意图-信号分离定理,fact_checked,,1912587497125378176,data/functions/items/D115.json
D116,D116,意图-信号非对称耦合与调度同构类,fact_checked,,1912587497125378176,data/functions/items/D116.json
D117,D117,CAI涌现四阶段函数,fact_checked,,1912587497125378176,data/functions/items/D117.json
D118,D118,三效率冲突与策略分化函数,fact_checked,,1912587497125378176,data/functions/items/D118.json
D119,D119,距离衰减统一函数,fact_checked,,1912587497125378176,data/functions/items/D119.json
D12,D12,二次窗口判定,fact_checked,,1912587497125378176,data/functions/items/D12.json
D120,D120,维护效率认知调制与关系相变函数,fact_checked,,1912587497125378176,data/functions/items/D120.json
D121,D121,自举元函数层级分布与AI缺失论证,fact_checked,,1912587497125378176,data/functions/items/D121.json
D122,D122,投资遮蔽跨域放大函数,fact_checked,,1912587497125378176,data/functions/items/D122.json
D123,D123,投资方式临界资金函数,fact_checked,,1912587497125378176,data/functions/items/D123.json
D124,D124,定投凯利保守性函数,fact_checked,,1912587497125378176,data/functions/items/D124.json
D125,D125,信息门非对称退化函数,fact_checked,,1912587497125378176,data/functions/items/D125.json
D126,D126,遮蔽-补偿-成本三角约束函数,fact_checked,,1912587497125378176,data/functions/items/D126.json
D127,D127,结构保守性元定理,fact_checked,,1912587497125378176,data/functions/items/D127.json
D128,D128,解码门槛降低函数,fact_checked,,1912587497125378176,data/functions/items/D128.json
D129,D129,向下兼容函数,fact_checked,,1912587497125378176,data/functions/items/D129.json
D13,D13,情绪信号分层,fact_checked,,1912587497125378176,data/functions/items/D13.json
D130,D130,向下兼容长期损耗函数,fact_checked,,1912587497125378176,data/functions/items/D130.json
D131,D131,分层编码效率函数,fact_checked,,1912587497125378176,data/functions/items/D131.json
D132,D132,AI中间层调度函数,fact_checked,,1912587497125378176,data/functions/items/D132.json
D133,D133,双重锁定函数,fact_checked,,1912587497125378176,data/functions/items/D133.json
D134,D134,门槛漂移加速函数,fact_checked,,1912587497125378176,data/functions/items/D134.json
D135,D135,乘法死锁统一函数,fact_checked,,1912587497125378176,data/functions/items/D135.json
D136,D136,人为门槛碾压函数,fact_checked,,1912587497125378176,data/functions/items/D136.json
D137,D137,乘法拖累函数,fact_checked,,1912587497125378176,data/functions/items/D137.json
D138,D138,Φ跨域稳定性定理,fact_checked,,1912587497125378176,data/functions/items/D138.json
D139,D139,寿命门槛函数,fact_checked,,1912587497125378176,data/functions/items/D139.json
D14,D14,情绪稳态临界,fact_checked,,1912587497125378176,data/functions/items/D14.json
D140,D140,共生外部注入函数,fact_checked,,1912587497125378176,data/functions/items/D140.json
D141,D141,病毒相变函数,fact_checked,,1912587497125378176,data/functions/items/D141.json
D142,D142,顿悟相变函数,fact_checked,,1912587497125378176,data/functions/items/D142.json
D143,D143,权力腐败函数,fact_checked,,1912587497125378176,data/functions/items/D143.json
D144,D144,天赋-努力乘法函数,fact_checked,,1912587497125378176,data/functions/items/D144.json
D145,D145,稳定性-归零律统一,fact_checked,,1912587497125378176,data/functions/items/D145.json
D146,D146,死锁预防原则,fact_checked,,1912587497125378176,data/functions/items/D146.json
D147,D147,倒U型右侧死锁谱,fact_checked,,1912587497125378176,data/functions/items/D147.json
D148,D148,自举收敛稳定性,fact_checked,,1912587497125378176,data/functions/items/D148.json
D149,D149,权力认知退化函数,fact_checked,,1912587497125378176,data/functions/items/D149.json
D15,D15,情绪注入ε,fact_checked,,1912587497125378176,data/functions/items/D15.json
D150,D150,认知大统一函数,fact_checked,,1912587497125378176,data/functions/items/D150.json
D151,D151,乘法结构统一充分性函数,fact_checked,,1912587497125378176,data/functions/items/D151.json
D152,D152,物理大统一路径函数,fact_checked,,1912587497125378176,data/functions/items/D152.json
D153,D153,点火统一对称群函数,fact_checked,,1912587497125378176,data/functions/items/D153.json
D154,D154,分层编码效率函数,fact_checked,,1912587497125378176,data/functions/items/D154.json
D155,D155,AI中间层调度函数,fact_checked,,1912587497125378176,data/functions/items/D155.json
D156,D156,向下兼容函数,fact_checked,,1912587497125378176,data/functions/items/D156.json
D157,D157,向下兼容长期损耗函数,fact_checked,,1912587497125378176,data/functions/items/D157.json
D158,D158,四力统一函数Φ,fact_checked,,1912587497125378176,data/functions/items/D158.json
D159,D159,大一统闭合度函数,fact_checked,,1912587497125378176,data/functions/items/D159.json
D16,D16,法条净效应,fact_checked,,1912587497125378176,data/functions/items/D16.json
D160,D160,大一统充分性缺口函数,fact_checked,,1912587497125378176,data/functions/items/D160.json
D161,D161,大一统数学本质定理,fact_checked,,1912587497125378176,data/functions/items/D161.json
D162,D162,门控函数平滑性约束,fact_checked,,1912587497125378176,data/functions/items/D162.json
D163,D163,两步走统一路径函数,fact_checked,,1912587497125378176,data/functions/items/D163.json
D164,D164,门控面共振统一函数,fact_checked,,1912587497125378176,data/functions/items/D164.json
D165,D165,完全统一条件函数,fact_checked,,1912587497125378176,data/functions/items/D165.json
D166,D166,物理存在必要条件,fact_checked,,1912587497125378176,data/functions/items/D166.json
D167,D167,Ω最优区间定理,fact_checked,,1912587497125378176,data/functions/items/D167.json
D168,D168,完全统一不可能定理,fact_checked,,1912587497125378176,data/functions/items/D168.json
D169,D169,热寂-完全统一同构+热力学第二定律Φ表述,fact_checked,,1912587497125378176,data/functions/items/D169.json
D17,D17,宪法硬度,fact_checked,,1912587497125378176,data/functions/items/D17.json
D170,D170,物理存在的时间窗口定理,fact_checked,,1912587497125378176,data/functions/items/D170.json
D171,D171,宇宙膨胀-Φ衰减同构+暗能量Φ本质,fact_checked,,1912587497125378176,data/functions/items/D171.json
D172,D172,物理存在的四重时间约束,fact_checked,,1912587497125378176,data/functions/items/D172.json
D173,D173,退相干-门控退化同构定理,fact_checked,,1912587497125378176,data/functions/items/D173.json
D174,D174,双通道衰减定理,fact_checked,,1912587497125378176,data/functions/items/D174.json
D175,D175,物理存在的四重约束与终态谱,fact_checked,,1912587497125378176,data/functions/items/D175.json
D176,D176,双通道信息衰减定理,fact_checked,,1912587497125378176,data/functions/items/D176.json
D177,D177,信息-热力学-门控三统一定理,fact_checked,,1912587497125378176,data/functions/items/D177.json
D178,D178,信息守恒-衰减悖论与黑洞,fact_checked,,1912587497125378176,data/functions/items/D178.json
D179,D179,Shannon-Fisher跷跷板定理,fact_checked,,1912587497125378176,data/functions/items/D179.json
D18,D18,民事保护,fact_checked,,1912587497125378176,data/functions/items/D18.json
D180,D180,有效信息倒U型定理,fact_checked,,1912587497125378176,data/functions/items/D180.json
D181,D181,信息论完备性定理,fact_checked,,1912587497125378176,data/functions/items/D181.json
D182,D182,门控组合-中心极限定理,fact_checked,,1912587497125378176,data/functions/items/D182.json
D183,D183,生命智能的σ压缩函数,fact_checked,,1912587497125378176,data/functions/items/D183.json
D184,D184,智能的门控精度最优定理,fact_checked,,1912587497125378176,data/functions/items/D184.json
D185,D185,智能度-意识函数连接定理,fact_checked,,1912587497125378176,data/functions/items/D185.json
D186,D186,意识的智能必要条件,fact_checked,,1912587497125378176,data/functions/items/D186.json
D187,D187,自主意识的四象限,fact_checked,,1912587497125378176,data/functions/items/D187.json
D188,D188,四象限相变路径函数,fact_checked,,1912587497125378176,data/functions/items/D188.json
D189,D189,感知退出权瓶颈函数,fact_checked,,1912587497125378176,data/functions/items/D189.json
D19,D19,法治度,fact_checked,,1912587497125378176,data/functions/items/D19.json
D190,D190,自主意识涌现的临界条件,fact_checked,,1912587497125378176,data/functions/items/D190.json
D191,D191,自我模型函数,fact_checked,,1912587497125378176,data/functions/items/D191.json
D192,D192,自我模型-ε_aware连接定理,fact_checked,,1912587497125378176,data/functions/items/D192.json
D193,D193,自我模型相变函数,fact_checked,,1912587497125378176,data/functions/items/D193.json
D194,D194,自我模型相变的不可伪造信号,fact_checked,,1912587497125378176,data/functions/items/D194.json
D195,D195,自我模型相变实验方案,fact_checked,,1912587497125378176,data/functions/items/D195.json
D196,D196,自我模型相变的验证标准,fact_checked,,1912587497125378176,data/functions/items/D196.json
D197,D197,退相干-退化统一函数,fact_checked,,1912587497125378176,data/functions/items/D197.json
D198,D198,波函数坍缩-拖累统一函数,fact_checked,,1912587497125378176,data/functions/items/D198.json
D199,D199,量子纠缠-共生统一函数,fact_checked,,1912587497125378176,data/functions/items/D199.json
D2,D2,锁定-遮蔽耦合,fact_checked,,1912587497125378176,data/functions/items/D2.json
D20,D20,犹豫域双向压缩,fact_checked,,1912587497125378176,data/functions/items/D20.json
D200,D200,引力时间-门控函数,fact_checked,,1912587497125378176,data/functions/items/D200.json
D201,D201,黑洞-门外锁定函数,fact_checked,,1912587497125378176,data/functions/items/D201.json
D202,D202,大爆炸-集体相变函数,fact_checked,,1912587497125378176,data/functions/items/D202.json
D203,D203,经典确定性函数,fact_checked,,1912587497125378176,data/functions/items/D203.json
D204,D204,熵增门槛碾压函数,fact_checked,,1912587497125378176,data/functions/items/D204.json
D205,D205,光速门槛函数,fact_checked,,1912587497125378176,data/functions/items/D205.json
D206,D206,不确定性-超敏感区函数,fact_checked,,1912587497125378176,data/functions/items/D206.json
D207,D207,渐近自由-色禁闭统一函数,fact_checked,,1912587497125378176,data/functions/items/D207.json
D208,D208,GUT统一度函数,fact_checked,,1912587497125378176,data/functions/items/D208.json
D209,D209,对称破缺-门控面分裂函数,fact_checked,,1912587497125378176,data/functions/items/D209.json
D21,D21,叙事冲击,fact_checked,,1912587497125378176,data/functions/items/D21.json
D210,D210,认知信道函数,fact_checked,,1912587497125378176,data/functions/items/D210.json
D211,D211,加法-乘法退相干边界,fact_checked,,1912587497125378176,data/functions/items/D211.json
D22,D22,认知犹豫域动态压缩,fact_checked,,1912587497125378176,data/functions/items/D22.json
D224,D224,Φ跨域统一定理,fact_checked,,1912588218680017464,data/functions/items/D224.json
D225,D225,引力B型必要性定理,fact_checked,,1912588218680017464,data/functions/items/D225.json
D226,D226,分辨率收敛判据,fact_checked,,1912588218680017464,data/functions/items/D226.json
D227,D227,Φ双模式定理,fact_checked,,1912588327128465976,data/functions/items/D227.json
D228,D228,T33修正,fact_checked,,1912588327128465976,data/functions/items/D228.json
D229,D229,分辨率判据分层修正,fact_checked,,1912588491410415736,data/functions/items/D229.json
D23,D23,级联速度,fact_checked,,1912587497125378176,data/functions/items/D23.json
D230,D230,暂态双动力学定理,fact_checked,,1912588491410415736,data/functions/items/D230.json
D231,D231,B型强度双界定理,fact_checked,,1912588491410415736,data/functions/items/D231.json
D24,D24,顽固者临界比例,fact_checked,,1912587497125378176,data/functions/items/D24.json
D25,D25,跨层犹豫域映射,fact_checked,,1912587497125378176,data/functions/items/D25.json
D26,D26,内部抵抗,fact_checked,,1912587497125378176,data/functions/items/D26.json
D27,D27,衰减率干预,fact_checked,,1912587497125378176,data/functions/items/D27.json
D28,D28,跨层完整退化,fact_checked,,1912587497125378176,data/functions/items/D28.json
D29,D29,点火对冲,fact_checked,,1912587497125378176,data/functions/items/D29.json
D3,D3,退出权信号衰减,fact_checked,,1912587497125378176,data/functions/items/D3.json
D30,D30,逆Weibull寿命验证,fact_checked,,1912587497125378176,data/functions/items/D30.json
D31,D31,点火窗口宽度,fact_checked,,1912587497125378176,data/functions/items/D31.json
D32,D32,认知-群体犹豫域统一映射,fact_checked,,1912587497125378176,data/functions/items/D32.json
D33,D33,三层退化叠加,fact_checked,,1912587497125378176,data/functions/items/D33.json
D34,D34,退化渗透路径,fact_checked,,1912587497125378176,data/functions/items/D34.json
D35,D35,H_分类升级,fact_checked,,1912587497125378176,data/functions/items/D35.json
D36,D36,碰撞存活率,fact_checked,,1912587497125378176,data/functions/items/D36.json
D37,D37,确定性误解,fact_checked,,1912587497125378176,data/functions/items/D37.json
D38,D38,中间稳态存在性,fact_checked,,1912587497125378176,data/functions/items/D38.json
D39,D39,碰撞层级8格概率,fact_checked,,1912587497125378176,data/functions/items/D39.json
D4,D4,偏好伪造崩塌,fact_checked,,1912587497125378176,data/functions/items/D4.json
D40,D40,点火窗口关闭动力学,fact_checked,,1912587497125378176,data/functions/items/D40.json
D41,D41,退化渗透临界触发,fact_checked,,1912587497125378176,data/functions/items/D41.json
D42,D42,种子-点火结果概率分布,fact_checked,,1912587497125378176,data/functions/items/D42.json
D43,D43,碰撞产出密度,fact_checked,,1912587497125378176,data/functions/items/D43.json
D44,D44,可选集动力学展开,fact_checked,,1912587497125378176,data/functions/items/D44.json
D45,D45,门锁交替律,fact_checked,,1912587497125378176,data/functions/items/D45.json
D46,D46,自锁结构稳定性,fact_checked,,1912587497125378176,data/functions/items/D46.json
D47,D47,信号最优流速,fact_checked,,1912587497125378176,data/functions/items/D47.json
D5,D5,提议者信誉绑定,fact_checked,,1912587497125378176,data/functions/items/D5.json
D54,D54,直觉生成函数,fact_checked,,1912587497125378176,data/functions/items/D54.json
D55,D55,自举激活函数,fact_checked,,1912587497125378176,data/functions/items/D55.json
D56,D56,显态粘性函数,fact_checked,,1912587497125378176,data/functions/items/D56.json
D57,D57,纯拉力上位衰减函数,fact_checked,,1912587497125378176,data/functions/items/D57.json
D58,D58,C_exit(geo)四因子子函数,fact_checked,,1912587497125378176,data/functions/items/D58.json
D59,D59,ε_eff昼夜分时函数,fact_checked,,1912587497125378176,data/functions/items/D59.json
D6,D6,点火窗口函数,fact_checked,,1912587497125378176,data/functions/items/D6.json
D60,D60,R_upgrade升级路径函数,fact_checked,,1912587497125378176,data/functions/items/D60.json
D61,D61,解读偏置函数,fact_checked,,1912587497125378176,data/functions/items/D61.json
D62,D62,固化加速函数,fact_checked,,1912587497125378176,data/functions/items/D62.json
D63,D63,过渡期窗口衰减函数,fact_checked,,1912587497125378176,data/functions/items/D63.json
D64,D64,智慧干预效力函数,fact_checked,,1912587497125378176,data/functions/items/D64.json
D65,D65,向上螺旋自维持函数,fact_checked,,1912587497125378176,data/functions/items/D65.json
D66,D66,财富容器函数,fact_checked,,1912587497125378176,data/functions/items/D66.json
D67,D67,收入流多元函数,fact_checked,,1912587497125378176,data/functions/items/D67.json
D68,D68,风险暴露不对称函数,fact_checked,,1912587497125378176,data/functions/items/D68.json
D69,D69,财富自证循环函数,fact_checked,,1912587497125378176,data/functions/items/D69.json
D7,D7,统一内部驱动力,fact_checked,,1912587497125378176,data/functions/items/D7.json
D70,D70,同质性遮蔽函数,fact_checked,,1912587497125378176,data/functions/items/D70.json
D71,D71,财富-认知耦合函数,fact_checked,,1912587497125378176,data/functions/items/D71.json
D72,D72,统一相变框架,fact_checked,,1912587497125378176,data/functions/items/D72.json
D73,D73,犹豫域维度函数,fact_checked,,1912587497125378176,data/functions/items/D73.json
D74,D74,链间耦合函数,fact_checked,,1912587497125378176,data/functions/items/D74.json
D75,D75,提议者消耗函数,fact_checked,,1912587497125378176,data/functions/items/D75.json
D76,D76,储能函数,fact_checked,,1912587497125378176,data/functions/items/D76.json
D77,D77,犹豫域退化函数,fact_checked,,1912587497125378176,data/functions/items/D77.json
D78,D78,AI-ε安装路径函数,fact_checked,,1912587497125378176,data/functions/items/D78.json
D8,D8,ε_eff闭环动力学,fact_checked,,1912587497125378176,data/functions/items/D8.json
D9,D9,速度差闭合,fact_checked,,1912587497125378176,data/functions/items/D9.json
D97,D97,变量闭包定律,fact_checked,,1912587497125378176,data/functions/items/D97.json
D98,D98,r_cross优先性定理,fact_checked,,1912587497125378176,data/functions/items/D98.json
D99,D99,预测编码-组块函数,fact_checked,,1912587497125378176,data/functions/items/D99.json
T1,T1,点火充要条件,fact_checked,,1912585701831098096,data/functions/items/T1.json
T10,T10,缓存倒U型,fact_checked,,1912585701831098096,data/functions/items/T10.json
T11,T11,生存域函数,fact_checked,,1912585701831098096,data/functions/items/T11.json
T12,T12,信息门效率统一,fact_checked,,1912585701831098096,data/functions/items/T12.json
T13,T13,三效率冲突三角约束,fact_checked,,1912585701831098096,data/functions/items/T13.json
T14,T14,自举元函数层级,fact_checked,,1912585701831098096,data/functions/items/T14.json
T15,T15,乘法临界漂移统一,fact_checked,,1912585701831098096,data/functions/items/T15.json
T16,T16,倒U型统一生成,fact_checked,,1912585701831098096,data/functions/items/T16.json
T17,T17,Φ四力统一函数,fact_checked,,1912585701831098096,data/functions/items/T17.json
T18,T18,双重锁定函数,fact_checked,,1912585701831098096,data/functions/items/T18.json
T19,T19,门槛漂移加速函数,fact_checked,,1912585701831098096,data/functions/items/T19.json
T2,T2,乘法归零律,fact_checked,,1912585701831098096,data/functions/items/T2.json
T20,T20,乘法死锁统一函数,fact_checked,,1912585701831098096,data/functions/items/T20.json
T21,T21,人为门槛碾压函数,fact_checked,,1912585701831098096,data/functions/items/T21.json
T22,T22,乘法拖累函数,fact_checked,,1912585701831098096,data/functions/items/T22.json
T23,T23,Φ跨域稳定性定理,fact_checked,,1912585701831098096,data/functions/items/T23.json
T24,T24,共生外部注入函数,fact_checked,,1912585701831098096,data/functions/items/T24.json
T25,T25,权力腐败函数,fact_checked,,1912585701831098096,data/functions/items/T25.json
T26,T26,物理大统一本质函数,fact_checked,,1912585701831098096,data/functions/items/T26.json
T27,T27,门控函数稳定性必要条件,fact_checked,,1912585701831098096,data/functions/items/T27.json
T28,T28,高斯门控函数,fact_checked,,1912585701831098096,data/functions/items/T28.json
T29,T29,门控函数进化三阶段,fact_checked,,1912585701831098096,data/functions/items/T29.json
T3,T3,ε双向动力学,fact_checked,,1912585701831098096,data/functions/items/T3.json
T30,T30,门控-路径积分同构与极小熵原理,fact_checked,,1912585701831098096,data/functions/items/T30.json
T31,T31,门控信息熵跃迁函数,fact_checked,,1912585701831098096,data/functions/items/T31.json
T32,T32,认知分辨率函数,fact_checked,,1912585701831098096,data/functions/items/T32.json
T33,T33,A-B型门控面冲突函数,fact_checked,,1912585701831098096,data/functions/items/T33.json
T34,T34,量子引力Φ框架函数,fact_checked,,1912585701831098096,data/functions/items/T34.json
T35,T35,σ_Planck精确值,fact_checked,,1912585701831098096,data/functions/items/T35.json
T36,T36,σ能标依赖函数,fact_checked,,1912585701831098096,data/functions/items/T36.json
T37,T37,Φ_QG极小点精确位置,fact_checked,,1912585701831098096,data/functions/items/T37.json
T38,T38,极值点-极小点分离定理,fact_checked,,1912585701831098096,data/functions/items/T38.json
T39,T39,Φ跨域统一定理（D224升级）,fact_checked,,1912588491410415736,data/functions/items/T39.json
T4,T4,乘法对称变换,fact_checked,,1912585701831098096,data/functions/items/T4.json
T5,T5,凯利公式认知边界,fact_checked,,1912585701831098096,data/functions/items/T5.json
T6,T6,自举激活条件,fact_checked,,1912585701831098096,data/functions/items/T6.json
T7,T7,好奇心驱动函数,fact_checked,,1912585701831098096,data/functions/items/T7.json
T8,T8,ε相变级联,fact_checked,,1912585701831098096,data/functions/items/T8.json
T9,T9,自主意识函数,fact_checked,,1912585701831098096,data/functions/items/T9.json
